B3SA3	ITUB4	PETR4	BBDC4	PETR3	ABEV3	MGLU3	WEGE3	BBAS3	ITSA4	JBSS3	SUZB3	VALE3	NTCO3	LREN3	GNDI3	RENT3	LAME4	VVAR3	BBDC3	EQTL3	RAIL3	RADL3	BTOW3	VIVT4	UGPA3	BPAC11	GGBR4	SBSP3	BBSE3	BRFS3	KLBN11	BRDT3	CCRO3	HAPV3	HYPE3	SULA11	COGN3	CSAN3	TIMP3	ELET3	ENGI11	EGIE3	TOTS3	SANB11	CMIG4	BRAP4	IRBR3	YDUQ3	CSNA3	BRML3	ELET6	QUAL3	CRFB3	FLRY3	MRFG3	AZUL4	CYRE3	BRKM5	MULT3	GOAU4	EMBR3	CIEL3	MRVE3	ENBR3	CPFE3	USIM5	BEEF3	CVCB3	IGTA3	GOLL4	ECOR3	HGTX3
46.68	34.81	29.46	31.02	31.2	18.5	47.8	33.7	48.37	13.32	24.43	40.03	52.18	36.86	53.88	62.79	44.79	25.86	10.99	29.0	21.8	25.26	105.71	64.06	54.3	22.71	73.9	17.99	56.51	33.33	33.63	18.57	28.55	18.5	58.13	32.87	53.18	12.0	66.97	14.53	34.68	50.51	46.45	22.47	42.5	12.48	36.98	33.84	45.49	13.86	17.39	36.01	34.15	21.46	28.13	10.7	56.87	29.37	28.46	30.61	8.41	19.16	8.76	21.87	19.95	31.62	9.16	12.68	42.66	49.65	35.46	15.15	32.77
47.43	35.25	30.14	31.88	32.03	18.67	48.45	33.64	50.04	13.45	25.3	39.57	52.3	36.76	54.84	65.11	45.85	25.69	11.26	30.12	22.09	25.26	104.64	63.66	54.48	23.39	74.32	17.8	57.66	33.75	34.33	18.66	28.57	18.98	60.58	34.13	54.33	11.64	67.68	14.71	34.16	51.08	48.79	22.4	43.79	12.55	36.75	34.74	47.25	13.71	17.67	34.95	35.68	22.3	29.14	10.25	57.61	29.41	28.77	30.98	8.37	19.42	8.71	21.54	20.17	32.34	9.16	12.93	43.07	50.07	35.28	15.51	32.75
47.43	35.43	30.21	32.47	31.98	18.75	48.54	33.34	50.55	13.46	25.66	39.67	52.82	38.85	55.37	66.47	46.39	25.84	11.24	30.57	22.26	25.48	105.46	63.59	54.66	23.99	75.36	18.24	57.98	33.99	34.37	18.61	28.78	19.0	62.02	34.68	55.58	11.21	66.94	14.62	34.62	51.35	47.87	22.5	44.5	12.66	36.85	34.77	48.78	13.71	18.0	35.48	37.0	22.32	29.68	9.72	57.71	29.01	28.01	31.54	8.68	19.29	8.51	21.73	20.59	33.17	9.23	12.37	44.59	50.38	36.57	15.96	33.59
47.96	35.27	29.86	32.21	31.61	18.91	48.51	33.63	50.45	13.34	25.41	40.18	53.59	39.04	55.44	67.01	45.37	26.13	11.37	30.07	22.03	25.67	106.97	62.49	55.25	24.3	74.63	19.12	58.02	33.5	34.81	18.52	28.65	18.84	63.8	34.61	55.68	10.89	68.16	15.2	34.73	50.88	47.65	22.65	44.79	12.62	37.23	35.41	47.23	13.79	17.95	35.6	36.9	22.99	29.12	9.49	57.0	28.9	28.38	31.89	8.91	19.65	8.44	20.95	20.8	33.31	9.24	12.08	43.59	51.1	36.02	15.86	33.87
45.78	35.6	30.1	32.41	32.08	18.96	48.66	33.56	51.98	13.44	25.73	40.04	53.38	39.85	55.83	66.16	46.62	26.39	11.67	30.68	22.11	25.94	108.06	62.39	55.74	25.01	73.86	19.43	58.36	33.68	34.53	18.57	29.53	19.23	63.05	34.95	56.46	11.2	67.75	15.31	37.16	52.0	48.95	22.39	44.8	12.67	37.77	35.57	48.09	14.51	18.16	36.82	36.4	23.22	29.29	9.4	57.6	28.97	29.25	32.04	9.0	19.73	8.5	20.98	20.94	33.43	9.44	12.07	43.46	51.99	36.46	16.29	34.92
45.57	36.14	30.5	32.81	32.36	19.22	49.01	34.62	52.57	13.67	25.89	40.72	53.59	39.44	56.67	68.09	48.07	26.64	11.8	31.0	22.43	26.6	109.44	62.52	56.23	25.28	74.24	19.85	59.9	33.51	35.18	18.54	29.47	19.5	64.25	35.26	57.22	11.6	67.63	15.51	36.58	52.86	50.2	22.23	45.74	12.88	38.37	36.34	47.7	14.48	18.28	36.95	38.12	23.34	29.39	9.69	57.07	29.71	30.17	33.14	9.12	19.72	8.67	21.53	21.2	33.85	9.44	12.64	43.53	53.29	36.65	16.55	34.47
43.19	36.05	30.47	32.68	31.85	19.16	48.65	35.1	52.34	13.61	25.8	40.0	53.6	38.87	55.9	68.9	47.77	26.08	11.5	30.8	22.44	26.87	109.61	62.19	55.84	25.4	74.85	19.84	60.11	33.59	35.24	18.51	29.76	19.16	63.65	34.96	58.07	11.61	68.57	15.51	36.43	52.96	49.9	21.51	45.87	12.88	38.49	35.93	47.9	13.94	17.98	36.43	37.67	23.29	29.68	9.76	57.8	29.73	30.44	32.91	9.08	19.72	8.51	21.94	21.15	33.47	9.34	12.74	44.16	52.74	36.92	16.46	33.59
41.97	35.85	30.13	32.64	31.68	18.67	47.62	34.43	52.19	13.57	25.22	39.68	53.3	38.67	55.99	68.02	47.23	25.9	11.17	30.75	22.5	26.1	111.33	62.65	55.36	25.16	75.17	19.96	58.88	33.46	35.2	18.39	29.41	18.98	63.75	35.14	58.95	11.43	68.12	15.59	36.48	52.89	49.89	21.42	46.84	12.97	38.28	35.41	46.62	14.09	18.06	36.57	37.1	23.34	29.81	9.96	58.28	29.4	29.85	32.97	9.26	19.73	8.34	21.55	21.51	33.61	9.42	12.84	43.8	52.39	36.8	16.3	33.62
44.4	36.77	30.65	33.85	32.47	19.2	49.28	35.0	53.16	13.82	26.59	40.79	54.33	38.33	57.29	71.42	49.43	26.79	11.73	31.98	23.25	26.4	114.51	64.96	55.39	25.28	75.34	20.72	58.87	33.82	35.88	18.74	30.06	19.0	66.29	35.45	61.32	12.2	70.21	15.69	36.85	53.58	51.06	22.95	48.17	13.05	38.03	36.27	45.89	14.67	18.22	37.01	39.2	23.92	30.28	10.06	58.8	30.81	30.4	33.55	9.66	20.2	8.56	22.2	21.65	33.29	9.61	12.57	44.71	53.97	37.17	16.3	34.14
43.12	36.38	30.4	33.86	31.67	18.93	48.84	34.56	53.07	13.62	26.85	40.65	53.93	41.0	56.89	72.75	48.71	26.84	11.48	31.48	22.97	25.63	111.96	64.08	55.88	24.98	75.39	20.38	57.86	33.44	35.94	19.37	29.88	18.79	69.09	36.18	63.8	12.15	71.57	15.72	36.29	53.78	51.36	23.43	48.17	12.91	38.57	35.98	44.92	14.56	18.63	36.86	40.01	24.54	29.49	10.28	56.76	32.48	31.75	33.55	9.68	20.41	8.45	22.2	21.79	33.08	9.51	12.9	44.2	54.05	35.9	16.17	34.55
42.71	35.84	30.76	33.26	32.7	19.02	48.88	34.65	52.37	13.59	26.21	40.58	53.61	40.13	56.84	69.75	48.14	26.53	11.48	31.3	23.0	24.9	109.75	63.68	55.02	24.44	74.5	20.33	56.97	33.99	35.57	19.11	28.39	18.31	66.94	35.35	63.37	11.99	71.15	15.7	36.46	53.94	50.93	22.9	46.9	13.09	38.75	35.65	45.79	14.2	18.5	36.92	41.65	23.47	30.36	10.09	55.0	32.18	33.4	33.49	9.63	20.38	8.24	21.9	21.62	33.39	9.33	12.89	43.82	53.96	34.25	16.08	33.59
44.09	35.01	30.64	32.68	32.25	19.06	48.74	34.92	51.98	13.41	26.68	41.1	54.0	40.78	56.82	67.37	48.61	26.0	11.65	30.77	22.88	25.27	108.25	63.52	55.13	24.98	75.28	20.65	56.0	34.01	35.16	19.14	28.35	18.72	65.1	35.0	62.52	12.08	72.43	15.87	37.4	53.31	51.03	23.0	46.62	13.57	38.92	35.88	44.93	14.2	18.8	37.48	40.59	23.33	30.67	10.4	56.82	32.28	32.53	33.58	9.7	20.5	8.0	22.0	21.49	33.0	9.42	13.48	44.4	54.12	34.45	16.44	32.24
43.97	34.44	30.45	32.17	31.73	18.97	50.23	33.59	51.5	13.2	27.34	43.15	54.01	40.99	57.18	67.77	48.37	25.81	11.6	30.3	23.04	25.6	109.69	64.37	54.88	24.79	74.78	20.73	55.17	33.99	36.51	19.2	28.21	18.59	63.76	34.55	62.3	12.0	71.24	16.04	37.94	53.65	50.52	22.69	46.18	13.95	38.91	36.02	44.67	14.18	18.25	37.8	39.81	22.89	30.49	10.66	56.92	31.28	34.16	33.71	9.64	20.33	7.82	21.62	21.46	32.8	9.3	13.63	44.34	54.27	35.81	16.48	31.49
43.95	33.75	30.35	31.66	31.91	18.82	52.02	33.1	50.45	12.94	27.67	43.04	53.3	42.0	56.75	68.14	48.63	26.51	11.66	30.0	23.32	25.93	112.99	67.81	54.82	24.84	75.48	20.62	56.02	33.9	36.84	19.42	27.47	18.14	63.38	35.29	63.87	12.1	70.48	15.82	37.98	53.93	50.67	23.06	45.45	13.83	38.41	37.41	45.06	14.03	18.51	38.35	40.1	23.39	31.05	10.91	57.28	31.13	34.85	33.5	9.65	20.19	7.34	21.46	22.0	33.39	9.24	13.42	43.39	54.26	36.65	16.43	31.54
43.6	33.45	30.22	31.08	31.78	18.89	51.74	33.77	49.27	12.86	27.52	43.11	53.36	42.89	56.92	68.55	47.66	26.46	11.7	29.48	23.59	25.67	109.49	66.55	55.48	24.78	75.47	20.9	55.81	33.49	36.34	19.5	27.58	18.17	62.03	35.48	63.28	12.2	71.52	16.24	38.7	54.74	51.43	22.89	45.07	14.04	38.29	37.43	45.26	14.19	18.64	38.87	40.65	23.63	30.51	10.75	57.5	31.34	34.45	33.15	9.86	20.11	7.39	21.25	22.4	34.02	9.06	13.36	42.04	54.21	37.24	16.37	31.69
43.65	33.9	30.28	31.42	31.77	19.21	54.17	34.09	49.82	13.03	28.08	44.7	55.3	43.73	58.16	69.72	47.81	26.99	12.7	29.84	23.58	25.95	112.06	68.93	56.82	25.0	75.9	21.8	58.24	33.24	36.7	20.43	28.15	18.3	62.37	36.62	61.84	12.55	73.35	16.25	38.8	54.6	52.4	23.11	45.87	14.44	39.9	37.75	46.82	15.05	19.04	39.0	41.95	23.42	30.36	11.05	58.3	31.94	34.0	33.5	10.37	20.46	7.42	21.57	22.4	33.9	9.45	14.56	41.6	55.78	38.0	16.65	32.47
43.95	33.9	29.95	31.38	31.51	19.1	53.94	34.77	49.55	13.18	28.05	44.25	55.64	44.26	57.42	70.68	48.01	27.87	13.35	29.9	24.13	25.8	113.73	68.12	56.59	25.28	74.59	21.38	59.51	33.64	36.55	21.06	28.16	18.91	62.48	37.23	63.35	12.79	75.69	16.31	38.12	54.46	53.13	23.11	45.36	14.59	40.28	37.49	47.8	14.81	19.22	38.39	42.96	23.39	30.81	11.36	59.19	32.18	34.27	34.0	10.12	20.37	7.48	22.05	22.4	33.65	9.49	14.45	42.5	55.61	37.99	17.36	32.89
42.77	33.48	29.5	30.83	30.81	18.76	53.6	34.99	48.65	12.96	27.96	44.94	55.46	44.58	57.04	72.63	48.02	27.5	13.55	29.22	23.94	24.97	114.07	69.87	56.26	25.05	74.07	21.06	59.21	33.68	36.47	20.61	27.81	18.51	60.99	36.75	62.27	12.35	74.45	16.32	37.95	53.93	52.49	23.17	44.31	14.49	40.38	38.37	47.38	14.61	19.13	38.27	42.39	22.84	30.58	11.91	59.3	31.69	33.62	33.97	10.14	20.0	7.26	21.7	21.94	33.89	9.3	14.4	41.39	54.9	36.97	17.5	31.82
43.26	33.55	29.47	31.27	30.91	18.7	53.4	35.63	48.86	12.99	28.16	44.3	55.17	45.41	57.5	71.66	48.96	27.85	13.59	29.69	24.09	24.34	113.5	70.12	57.61	25.1	74.52	21.26	58.87	33.19	35.87	20.59	27.54	18.78	63.04	36.92	63.1	12.02	75.59	16.5	38.8	54.06	52.13	23.17	44.69	14.58	40.24	38.0	47.6	14.74	18.75	39.07	41.63	23.43	30.59	12.1	59.44	31.81	34.08	34.15	10.18	19.65	7.29	21.62	22.13	34.51	9.58	14.99	41.07	54.66	36.64	17.99	31.91
44.63	33.78	29.8	32.0	31.53	18.7	54.29	36.55	49.53	13.1	29.08	43.78	57.0	45.88	59.01	73.85	49.3	28.33	13.73	30.32	24.19	24.3	115.36	71.02	57.72	25.94	76.48	21.53	58.48	33.25	35.75	20.74	28.11	19.03	62.98	36.85	63.95	11.67	76.37	16.55	38.85	53.97	52.47	24.01	45.55	14.71	41.97	39.28	49.08	14.76	18.97	39.37	41.81	23.38	30.74	12.1	61.35	32.81	34.27	34.56	10.39	19.55	7.22	21.69	22.13	35.26	9.67	14.85	41.64	54.96	37.93	18.2	31.41
44.79	33.09	29.95	31.38	31.66	18.8	55.94	37.68	49.21	12.92	29.15	42.95	57.36	46.5	59.29	76.07	49.41	29.01	14.01	29.85	24.22	24.69	118.78	75.42	58.49	26.41	76.38	22.23	58.62	33.27	36.05	20.88	28.49	19.45	63.13	37.17	65.51	11.53	77.9	16.29	38.94	53.69	52.44	24.18	45.34	14.49	42.39	39.87	51.04	15.08	18.97	39.33	42.6	23.53	31.56	12.27	61.77	33.52	34.43	34.48	10.82	19.39	7.04	22.29	22.62	35.93	9.66	14.87	41.0	55.81	37.8	18.4	30.99
44.0	32.39	29.57	30.33	30.71	18.74	55.85	37.24	47.79	12.62	29.41	42.7	56.03	45.95	58.74	74.22	49.01	29.01	14.32	28.81	24.09	24.23	125.15	76.3	58.5	26.02	76.92	21.76	58.65	33.13	35.43	20.59	28.07	19.44	63.78	35.95	65.13	11.18	76.44	16.7	38.19	53.87	52.64	23.96	43.1	14.31	41.59	39.1	50.52	14.64	18.39	38.9	43.33	22.96	31.48	12.35	60.05	33.19	35.54	34.25	10.48	18.93	6.89	21.65	22.61	35.7	9.46	15.22	39.33	55.34	36.68	18.58	27.09
46.75	32.58	29.24	30.44	30.71	19.05	55.63	38.64	48.16	12.8	29.37	44.85	56.3	47.75	59.63	74.29	49.64	28.52	15.0	29.05	24.08	24.32	125.4	75.59	59.33	27.07	77.84	22.03	59.36	33.3	35.6	21.68	28.41	19.3	63.95	35.05	65.9	11.3	78.71	17.0	40.32	54.75	52.65	24.58	43.21	14.15	42.25	40.82	50.06	15.66	18.47	40.56	44.49	23.27	32.19	12.1	59.6	33.7	36.36	34.73	10.68	19.2	7.15	21.81	22.61	35.63	10.78	14.05	39.74	55.43	37.18	18.39	27.07
47.94	33.35	29.55	31.24	30.92	18.65	56.52	39.38	50.87	13.05	29.15	44.45	55.5	49.38	60.65	72.4	51.54	29.06	15.16	29.84	24.1	24.79	123.14	75.09	58.65	27.46	77.91	22.12	60.89	33.35	34.84	21.76	28.82	20.08	64.28	34.94	66.06	11.69	79.02	16.77	40.06	55.07	52.64	24.84	44.05	14.37	41.66	39.89	51.03	15.47	18.86	40.65	44.99	23.74	31.58	12.14	61.2	34.05	39.0	35.52	10.59	18.99	7.11	21.75	22.92	36.21	11.01	14.27	40.41	56.53	39.05	18.96	26.47
48.22	33.1	29.3	31.01	30.8	18.99	56.09	41.15	50.2	12.86	28.64	43.87	53.8	49.18	59.95	70.41	51.21	28.95	15.0	29.68	24.11	24.33	123.65	74.0	58.03	27.19	77.91	21.63	60.73	33.03	33.83	21.74	28.94	19.82	64.48	34.49	65.7	11.67	78.89	16.39	39.33	55.65	52.9	24.38	43.25	14.52	40.84	38.93	51.07	14.89	18.74	40.52	43.98	23.65	31.69	12.1	59.46	33.02	37.63	35.13	10.35	18.55	6.99	21.65	22.81	35.86	10.72	13.1	39.54	54.37	37.82	18.9	26.95
46.9	32.39	28.03	30.3	29.5	18.55	53.74	40.7	49.7	12.58	26.68	40.93	50.51	47.47	58.67	67.98	51.24	28.22	13.9	28.89	23.75	23.9	124.65	71.88	58.51	26.12	73.27	19.91	59.87	32.21	31.78	20.79	28.02	19.42	61.21	33.61	61.98	11.28	77.16	16.5	37.21	55.56	51.87	23.98	42.82	14.31	38.26	38.09	49.9	13.73	18.44	39.41	41.86	22.65	31.48	11.22	57.48	31.89	35.22	34.08	9.58	18.14	6.99	20.17	22.62	34.98	9.96	12.03	37.82	52.91	35.3	19.02	25.98
48.31	32.38	28.8	30.33	30.2	18.8	56.93	41.73	50.11	12.63	27.55	41.65	51.2	49.04	59.46	70.25	52.69	28.47	14.64	28.96	24.32	23.9	124.52	74.79	59.06	26.61	74.78	20.16	62.71	32.21	31.36	20.81	28.36	19.45	62.48	33.29	63.42	11.7	78.67	17.02	38.9	56.5	52.53	24.74	42.96	14.58	38.25	40.28	51.26	13.63	18.8	40.79	43.53	23.38	31.83	11.57	62.41	32.76	34.17	34.65	9.84	18.2	7.24	20.11	22.87	35.18	9.95	12.15	38.41	53.62	36.19	19.1	26.13
47.84	31.87	28.85	29.9	30.06	18.3	57.23	42.11	48.87	12.49	26.77	41.02	50.75	48.35	59.78	70.25	54.04	28.4	14.45	28.35	23.96	23.65	128.23	75.18	58.67	25.78	74.49	20.1	60.67	32.78	31.1	21.13	28.02	19.0	61.28	34.22	63.14	11.7	78.32	16.87	39.11	55.96	52.07	24.39	42.16	14.49	37.53	40.0	50.88	13.35	18.96	40.67	42.44	23.59	30.52	11.1	59.87	32.42	32.85	35.03	9.65	18.18	6.95	21.05	22.24	36.14	9.79	11.93	37.01	53.53	34.94	18.87	26.06
48.03	32.34	28.94	30.2	30.68	18.34	56.44	40.7	49.21	12.6	26.34	40.51	51.5	48.95	58.99	70.08	53.62	27.71	14.65	28.62	24.07	23.22	124.95	73.75	57.96	25.64	74.98	20.7	60.56	32.77	30.6	21.17	28.33	18.8	60.09	34.91	62.3	11.49	78.99	16.72	38.29	55.33	51.56	24.12	42.48	14.29	37.67	40.16	51.32	13.4	18.76	39.59	41.7	23.11	31.0	10.82	59.71	32.16	31.8	35.01	9.88	18.1	7.08	21.18	21.97	36.36	9.68	11.42	36.23	52.96	35.04	18.36	25.48
47.44	31.73	28.45	29.69	30.05	17.85	55.74	39.15	47.96	12.39	26.96	39.67	50.27	47.58	57.24	69.97	53.42	27.55	14.0	28.3	23.53	23.2	123.87	70.96	57.5	24.94	74.58	20.01	59.3	32.0	30.55	20.73	28.16	18.24	60.05	35.02	61.98	11.62	78.03	16.75	37.63	54.51	51.11	24.77	41.46	14.06	37.01	40.76	51.73	12.89	18.4	39.08	41.46	22.58	30.36	10.97	59.26	31.49	31.55	34.68	9.51	18.14	7.07	20.87	22.08	36.18	9.54	11.93	36.5	52.78	34.25	17.73	24.52
49.3	31.82	28.18	29.88	29.71	17.59	56.47	40.4	48.2	12.38	27.48	39.5	50.91	47.79	57.57	73.19	54.25	27.3	14.49	28.51	24.58	23.26	123.46	71.18	58.34	25.04	75.07	20.51	60.04	32.14	31.57	20.57	28.7	18.45	61.78	35.95	61.46	11.65	80.52	17.06	37.29	56.5	51.65	26.02	41.26	14.28	37.68	37.07	53.85	13.01	19.05	38.47	43.82	22.54	31.05	11.25	60.13	32.14	33.45	35.22	9.87	18.04	7.16	20.58	22.69	36.87	9.61	12.31	36.66	53.54	34.35	18.0	24.7
49.18	32.07	28.63	29.9	30.44	17.65	57.6	40.25	47.68	12.4	26.86	38.89	52.27	48.52	56.7	73.25	54.79	27.8	14.95	28.62	25.53	23.73	122.78	73.2	59.06	24.82	75.22	21.39	61.19	31.7	32.18	20.94	28.58	18.1	61.33	37.16	61.29	12.3	79.7	16.91	37.05	57.11	51.9	25.88	41.59	14.46	38.6	37.54	55.55	13.24	19.18	38.85	43.72	23.07	31.98	11.3	60.8	32.53	33.4	35.18	10.05	18.25	6.96	21.15	22.24	36.26	9.7	12.04	37.2	54.14	35.16	17.75	25.54
48.58	32.27	28.39	30.47	30.18	17.25	57.24	41.09	49.8	12.47	26.6	38.4	52.99	48.5	56.99	72.24	55.3	27.45	15.14	29.14	25.54	23.7	121.47	73.25	58.91	25.09	78.46	21.36	63.14	31.86	32.07	20.89	28.94	18.35	58.36	37.7	61.28	12.18	80.58	16.8	36.46	57.88	51.85	25.97	41.83	15.02	38.86	38.64	54.47	13.29	19.1	38.52	43.6	22.93	32.81	11.63	61.27	32.68	34.31	34.77	10.21	18.41	7.04	21.6	22.18	37.06	10.18	12.1	37.0	53.68	36.19	17.86	25.21
47.93	32.19	29.18	30.12	30.99	16.87	55.77	42.55	48.96	12.35	26.18	38.9	53.28	47.04	55.02	71.76	53.63	26.69	14.85	28.73	25.13	23.56	120.91	71.26	58.28	24.78	77.76	21.2	62.03	32.02	31.85	21.07	28.65	17.8	58.68	37.47	60.8	11.85	79.27	16.63	34.82	57.21	50.88	25.44	40.89	14.75	38.93	38.77	52.67	13.21	18.34	37.54	43.65	22.61	31.44	11.44	59.07	32.68	31.75	33.78	9.86	18.65	7.37	21.1	21.97	36.16	9.95	11.9	36.52	52.98	35.75	17.43	24.99
47.54	32.61	28.93	30.47	31.15	16.92	54.17	40.83	49.01	12.32	25.09	37.64	52.1	45.57	55.37	69.9	52.72	26.2	14.32	28.64	24.85	23.2	120.16	67.73	57.88	24.04	77.0	20.21	61.61	32.54	31.54	20.54	28.2	17.28	57.61	38.04	59.87	11.29	77.25	16.66	34.22	56.33	49.41	25.04	41.39	14.28	37.82	35.94	51.82	12.71	18.04	36.69	42.2	22.53	30.55	11.09	56.29	32.41	31.78	33.24	9.45	18.39	7.36	20.03	21.24	35.74	9.53	11.17	35.0	53.25	34.46	16.82	24.38
47.87	33.16	29.13	30.79	31.26	16.73	52.32	41.25	48.53	12.57	24.93	37.0	50.19	44.98	54.76	68.17	52.12	25.99	13.79	28.8	24.66	22.7	119.39	65.55	57.21	23.64	73.41	19.89	59.63	32.96	30.84	20.16	28.11	17.26	55.74	37.47	58.54	11.09	77.25	16.33	32.93	54.79	49.03	24.73	41.99	13.76	36.91	30.01	51.19	12.15	17.87	35.69	40.4	22.14	30.29	10.32	56.82	30.49	31.39	32.7	9.4	18.51	7.24	19.8	21.01	34.86	9.2	10.68	32.89	51.69	34.16	16.76	24.2
48.13	33.92	29.48	31.06	31.69	16.8	54.21	42.76	50.71	12.79	25.37	38.49	52.05	47.8	56.29	69.99	53.89	27.11	14.62	29.58	25.27	23.75	120.95	70.36	57.55	24.79	75.94	21.05	61.29	33.93	30.9	20.78	29.43	17.96	57.99	38.06	60.01	11.15	81.95	16.81	33.4	56.37	49.95	24.96	42.13	14.16	38.64	31.5	52.02	12.71	18.24	35.96	42.42	22.04	30.52	10.91	58.34	31.85	32.16	33.66	9.81	18.94	7.13	20.16	21.11	35.62	9.83	11.39	34.6	54.23	36.2	17.27	24.2
49.1	33.79	30.13	30.65	32.22	16.65	55.88	44.26	51.01	12.88	25.23	40.0	53.07	49.28	56.45	72.39	55.26	27.29	14.99	29.16	25.95	24.44	121.82	70.69	58.37	24.77	78.96	21.24	62.16	34.18	31.25	21.72	30.07	18.16	58.71	38.4	61.18	11.6	82.44	17.49	33.98	58.05	49.89	26.02	42.06	14.18	38.99	30.64	53.13	12.97	18.56	36.38	43.26	22.13	31.13	10.78	59.66	32.5	31.86	34.0	9.99	19.13	7.32	20.45	21.33	35.89	9.77	11.66	33.74	55.07	36.3	17.6	24.62
48.8	33.26	29.72	30.06	31.61	16.27	56.99	45.27	50.22	12.68	25.7	41.3	52.14	49.17	57.1	72.25	54.81	27.59	15.01	28.47	26.02	23.8	119.66	73.08	58.06	24.21	80.99	21.14	62.04	34.27	31.33	21.68	30.4	18.0	58.68	37.91	60.63	11.8	81.53	17.39	33.83	57.22	49.44	25.92	41.25	13.9	38.18	29.82	52.38	12.98	18.4	36.24	42.45	22.01	30.04	11.3	59.0	32.45	30.83	33.44	9.99	19.17	7.2	20.52	21.36	35.49	10.25	11.84	33.88	54.12	35.4	17.2	25.19
49.41	32.7	29.42	29.38	31.3	16.41	56.27	45.27	49.26	12.52	25.2	39.81	51.0	50.88	56.25	71.8	54.79	27.12	14.73	27.7	25.62	23.02	121.84	70.36	56.56	23.85	77.56	20.46	62.65	33.44	30.9	21.34	29.8	17.9	58.47	36.76	60.2	11.71	80.97	16.89	34.53	57.46	49.3	25.78	40.13	13.94	37.53	31.5	52.51	12.65	18.08	36.7	41.7	21.64	30.35	11.65	59.24	32.18	30.93	33.54	9.65	18.56	7.29	19.96	21.26	35.52	9.81	11.79	33.1	54.38	36.0	17.03	24.65
50.88	32.4	29.36	29.14	31.38	16.6	58.79	45.47	48.52	12.52	25.23	40.0	53.41	50.61	56.99	72.17	55.01	27.43	15.1	27.55	26.03	22.72	120.41	71.41	56.34	24.32	76.87	20.66	63.51	32.71	31.0	20.96	29.83	17.94	59.85	36.91	59.17	11.71	79.37	17.19	34.68	58.29	49.69	27.78	40.19	14.17	39.0	33.27	52.85	13.08	17.76	36.94	42.6	22.39	30.44	12.54	58.7	32.5	31.2	33.2	9.74	18.87	7.24	20.0	21.28	36.07	9.64	12.25	33.34	54.86	36.39	17.15	24.75
50.33	32.54	29.75	29.02	31.62	16.18	58.16	44.4	48.98	12.7	25.12	40.1	52.8	49.86	56.65	71.47	55.08	27.3	14.97	27.39	25.47	23.19	119.56	71.76	55.94	23.8	74.53	20.48	63.32	32.32	30.85	21.0	29.6	18.12	58.96	35.83	59.95	11.4	77.88	17.11	36.75	57.92	49.93	27.41	40.36	14.16	38.64	33.0	53.21	13.31	17.67	38.87	41.28	22.03	30.31	13.46	58.02	32.17	31.35	33.82	9.62	18.77	7.4	20.19	21.34	35.93	9.68	12.5	32.51	54.73	35.87	17.18	25.35
52.3	33.0	30.55	29.44	32.24	16.13	57.8	48.49	49.1	12.85	26.19	40.17	52.81	50.35	56.31	71.75	54.84	27.22	15.9	27.56	26.12	24.07	119.9	72.95	56.51	23.56	74.53	20.39	64.62	32.95	31.16	21.0	29.26	18.76	59.52	36.09	61.46	11.15	79.41	16.96	37.61	57.8	49.97	27.29	40.65	14.09	38.98	33.34	54.38	13.52	17.95	39.34	41.8	21.79	31.33	13.75	58.08	33.27	31.9	34.07	10.11	19.04	7.45	20.39	21.83	36.35	9.63	12.55	32.6	55.12	36.35	17.47	24.62
51.49	32.89	29.92	29.01	31.43	16.17	56.48	47.17	48.6	12.76	25.21	40.19	52.2	50.0	55.33	70.93	54.51	26.84	15.95	26.93	25.63	24.13	118.76	70.75	55.38	21.83	72.49	19.49	63.29	32.43	30.68	21.03	28.89	18.41	57.77	35.66	59.03	11.05	78.2	16.91	36.65	57.45	48.48	27.29	40.59	13.73	38.3	31.27	53.98	13.21	17.66	38.6	39.81	21.46	30.8	13.77	56.4	33.42	31.58	33.6	9.37	19.68	7.2	20.46	21.19	35.74	9.37	12.41	32.07	55.06	34.8	17.52	23.82
51.23	32.5	29.14	28.79	30.54	16.25	56.39	49.47	48.64	12.73	25.39	41.42	50.13	48.5	55.8	68.93	54.19	28.9	16.64	26.58	26.01	23.89	122.33	72.51	55.04	21.28	72.08	19.07	63.84	32.0	30.36	21.82	28.35	18.15	55.98	35.64	59.03	11.05	77.94	17.06	36.13	58.05	49.24	27.55	40.28	14.07	37.72	29.56	54.96	13.12	17.87	37.99	39.19	21.49	30.6	13.99	55.65	33.52	30.6	33.8	9.06	19.54	7.05	20.51	21.4	35.68	9.09	12.76	30.88	55.41	33.82	17.37	23.54
47.2	30.88	26.21	27.24	27.5	15.82	52.82	46.68	45.04	12.0	22.98	38.6	45.35	46.34	52.46	62.79	50.43	26.75	15.0	24.63	24.61	21.98	118.86	65.46	52.31	19.54	66.98	17.07	59.69	30.77	28.45	20.0	26.65	16.63	52.5	34.41	54.67	10.26	73.79	16.64	32.76	55.33	47.13	26.02	37.97	13.04	34.1	29.09	52.46	11.69	16.68	35.37	35.79	20.44	29.48	12.66	48.25	30.94	28.87	31.26	7.98	17.84	6.86	19.19	20.55	34.35	8.14	11.8	27.38	51.51	28.98	16.1	22.43
